seascape;village;years_village;age;education_level;religion;hh_head;gender;social_network;group_hh_size.total;primary_livelihood;fishing_primary_livelihood;num_livelihoods_hh;trust_community;trust_village_leaders;trust_mgmt;trust_NGOs;trust_government;mgmt_community.benefits_domain_1;mgmt_community.benefits_category_1;mgmt_community.costs_domain_1;mgmt_community.costs_category_1;mgmt_community.impact;mgmt_community.effect_yn_2;mgmt_support;participation;fairness_decision_making;conflict_frequency;life_satisfaction_2;life_satisfaction_causes_1_domain;life_satisfaction_causes_1_category;life_satisfaction_causes_2_domain;life_satisfaction_causes_2_category;life_satisfaction_causes_3_domain;life_satisfaction_causes_3_category;type_mgmt
Northwest;Andravorogna;4;21;primary_completed;none;yes;female;0;1;informal_economic_activities;no;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;not_involved;don_t_know;don_t_know;better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Marimbe;1;23;some_middle_school;Catholic;yes;female;0;1;informal_economic_activities;no;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;not_involved;don_t_know;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Marimbe;72;72;NA;Muslim;no;male;0;8;informal_economic_activities;no;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;mpa
Northwest;Marimbe;1;23;some_middle_school;Catholic;yes;female;0;1;informal_economic_activities;no;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;NA;not_involved;don_t_know;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Marimbe;72;72;NA;Muslim;no;male;0;8;informal_economic_activities;no;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;mpa
Northwest;Marotogny;7;24;some_middle_school;Catholic;yes;female;0;5;informal_economic_activities;no;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;supportive;active;fair;no_conflict;better;economy;material wealth;health;food security;NA;NA;mpa
Northwest;Marotogny;4;26;some_middle_school;Muslim;yes;male;0;5;informal_economic_activities;no;1;NA;NA;trust_more_people;NA;NA;economy;employment;economy;economic wealth;neutral;yes;supportive;not_involved;don_t_know;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Marotogny;58;58;primary_completed;Muslim;yes;female;2;2;informal_economic_activities;no;2;about_half_half;trust_more_people;trust_more_people;trust_all;about_half_half;NA;NA;NA;NA;NA;no;very_supportive;active;very_fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Marotogny;48;48;some_primary;Catholic;no;female;0;4;informal_economic_activities;no;2;trust_all;trust_all;NA;trust_all;trust_all;NA;NA;NA;NA;NA;no;neutral;not_involved;don_t_know;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Marotogny;7;24;some_middle_school;Catholic;yes;female;0;5;informal_economic_activities;no;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;supportive;active;fair;no_conflict;better;NA;NA;economic;material wealth;NA;NA;mpa
Northwest;Marotogny;4;26;some_middle_school;Muslim;yes;male;0;5;informal_economic_activities;no;1;NA;NA;trust_more_people;NA;NA;NA;NA;governance;rights and access;neutral;yes;supportive;not_involved;don_t_know;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Marotogny;58;58;primary_completed;Muslim;yes;female;2;2;informal_economic_activities;no;2;about_half_half;trust_more_people;trust_more_people;trust_all;about_half_half;NA;NA;NA;NA;NA;no;very_supportive;active;very_fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Marotogny;48;48;some_primary;Catholic;no;female;0;4;informal_economic_activities;no;2;trust_all;trust_all;NA;trust_all;trust_all;NA;NA;NA;NA;NA;no;neutral;not_involved;don_t_know;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Nosy Iranja;2;22;primary_completed;Protestant;yes;female;0;1;informal_economic_activities;no;1;trust_all;trust_all;NA;trust_all;trust_all;NA;NA;NA;NA;NA;no;neutral;not_involved;don_t_know;no_conflict;better;economy;material wealth;NA;NA;NA;NA;mpa
Northwest;Nosy Iranja;3;36;some_middle_school;none;yes;male;NA;2;informal_economic_activities;no;1;trust_all;trust_all;NA;trust_all;trust_all;NA;NA;NA;NA;NA;no;supportive;active;fair;no_conflict;worse;health;food security;economy;employment;NA;NA;mpa
Northwest;Nosy Iranja;20;30;NA;none;yes;female;1;1;informal_economic_activities;no;1;about_half_half;about_half_half;NA;about_half_half;about_half_half;economy;economic wealth;NA;NA;good;yes;very_supportive;not_involved;fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Nosy Iranja;15;29;some_middle_school;Muslim;yes;female;1;4;informal_economic_activities;no;2;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;no;supportive;passive;fair;no_conflict;worse;social;social capital and cohesion;economy;employment;NA;NA;mpa
Northwest;Nosy Iranja;2;22;primary_completed;Protestant;yes;female;0;1;informal_economic_activities;no;1;trust_all;trust_all;NA;trust_all;trust_all;NA;NA;NA;NA;NA;no;neutral;not_involved;don_t_know;no_conflict;better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Nosy Iranja;3;36;some_middle_school;none;yes;male;NA;2;informal_economic_activities;no;1;trust_all;trust_all;NA;trust_all;trust_all;NA;NA;NA;NA;NA;no;supportive;active;fair;no_conflict;worse;NA;NA;NA;NA;NA;NA;mpa
Northwest;Nosy Iranja;20;30;NA;none;yes;female;1;1;informal_economic_activities;no;1;about_half_half;about_half_half;NA;about_half_half;about_half_half;economy;livelihoods;NA;NA;good;yes;very_supportive;not_involved;fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Nosy Iranja;15;29;some_middle_school;Muslim;yes;female;1;4;informal_economic_activities;no;2;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;no;supportive;passive;fair;no_conflict;worse;NA;NA;NA;NA;NA;NA;mpa
Northwest;Ratapenjke;5;24;some_secondary;Muslim;yes;male;0;5;informal_economic_activities;no;3;distrust_more_people;distrust_more_people;NA;about_half_half;trust_all;economy;livelihoods;NA;NA;very_good;yes;supportive;not_involved;very_fair;no_conflict;a_lot_better;economy;livelihoods;economy;livelihoods;NA;NA;mpa
Northwest;Ratapenjke;5;24;some_secondary;Muslim;yes;male;0;5;informal_economic_activities;no;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;mpa
Northwest;Ratapenjke;1;22;some_primary;Muslim;yes;female;0;3;informal_economic_activities;no;1;NA;NA;NA;NA;NA;economy;employment;NA;NA;good;yes;supportive;not_involved;fair;no_conflict;better;economy;livelihoods;NA;NA;NA;NA;mpa
Northwest;Ratapenjke;5;24;some_secondary;Muslim;yes;male;0;5;informal_economic_activities;no;3;distrust_more_people;distrust_more_people;NA;about_half_half;trust_all;NA;NA;NA;NA;very_good;yes;supportive;not_involved;very_fair;no_conflict;a_lot_better;NA;NA;cultural;cultural identity;NA;NA;mpa
Northwest;Ratapenjke;5;24;some_secondary;Muslim;yes;male;0;5;informal_economic_activities;no;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;mpa
Northwest;Ratapenjke;1;22;some_primary;Muslim;yes;female;0;3;informal_economic_activities;no;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;good;yes;supportive;not_involved;fair;no_conflict;better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Nosy Iranja;3;39;NA;none;yes;male;0;4;Jardinier de l'hotel le zahir;no;2;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;mpa
Northwest;Nosy Iranja;3;39;NA;none;yes;male;0;4;Jardinier de l'hotel le zahir;no;2;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amporaha;55;55;some_primary;Muslim;yes;male;0;1;MaNAmboatra trembo;no;1;trust_all;trust_all;NA;trust_all;trust_all;NA;NA;NA;NA;NA;no;neutral;not_involved;neither;no_conflict;worse;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amporaha;55;55;some_primary;Muslim;yes;male;0;1;MaNAmboatra trembo;no;1;trust_all;trust_all;NA;trust_all;trust_all;NA;NA;NA;NA;NA;no;neutral;not_involved;neither;no_conflict;worse;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amporaha;1;50;middle_school_completed;none;yes;male;NA;1;maNAo charbon;no;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;neutral;passive;don_t_know;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amporaha;1;50;middle_school_completed;none;yes;male;NA;1;maNAo charbon;no;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;neutral;passive;don_t_know;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amporaha;16;16;some_middle_school;Catholic;NA;male;NA;1;Marin;yes;2;trust_all;trust_all;trust_all;trust_all;trust_all;NA;NA;governance;rights and access;bad;yes;unsupportive;not_involved;neither;monthly;worse;economy;livelihoods;NA;NA;NA;NA;mpa
Northwest;Amporaha;16;16;some_middle_school;Catholic;NA;male;NA;1;Marin;yes;2;trust_all;trust_all;trust_all;trust_all;trust_all;NA;NA;NA;NA;bad;yes;unsupportive;not_involved;neither;monthly;worse;health;food security;NA;NA;NA;NA;mpa
Northwest;Nosy Iranja;12;32;some_middle_school;Muslim;yes;male;NA;4;Marin;no;2;NA;NA;NA;NA;NA;health;food security;NA;NA;good;yes;supportive;active;very_fair;no_conflict;better;economy;economic wealth;economy;livelihoods;NA;NA;mpa
Northwest;Nosy Iranja;12;32;some_middle_school;Muslim;yes;male;NA;4;Marin;no;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;good;yes;supportive;active;very_fair;no_conflict;better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Marimbe;2;32;middle_school_completed;none;yes;male;0;3;mecanicien;no;3;NA;NA;NA;NA;NA;economy;employment;NA;NA;good;yes;supportive;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;mpa
Northwest;Marimbe;2;32;middle_school_completed;none;yes;male;0;3;mecanicien;no;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;good;yes;supportive;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;mpa
Southwest;Salary nord 1;15;36;some_secondary;FLM;yes;male;NA;4;mecanicien;no;2;trust_all;trust_more_people;trust_more_people;trust_more_people;about_half_half;health;food security;NA;NA;very_good;yes;very_supportive;not_involved;fair;no_conflict;better;health;food security;NA;NA;NA;NA;mpa
Southwest;Salary nord 1;15;36;some_secondary;FLM;yes;male;NA;4;mecanicien;no;2;trust_all;trust_more_people;trust_more_people;trust_more_people;about_half_half;NA;NA;NA;NA;very_good;yes;very_supportive;not_involved;fair;no_conflict;better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amporaha;2;22;some_middle_school;NA;yes;female;NA;3;menagere;no;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;supportive;passive;fair;no_conflict;better;economy;livelihoods;economy;livelihoods;NA;NA;mpa
Northwest;Amporaha;2;22;some_middle_school;NA;yes;female;NA;3;menagere;no;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;supportive;passive;fair;no_conflict;better;NA;NA;NA;NA;NA;NA;mpa
Southwest;Bekodoy;13;25;some_primary;Protestant;no;female;5;5;middleman;yes;2;trust_more_people;about_half_half;trust_more_people;trust_more_people;trust_more_people;economic;livelihoods;NA;NA;very_good;yes;supportive;active;fair;no_conflict;better;economy;livelihoods;NA;NA;NA;NA;mpa
Southwest;Bekodoy;13;25;some_primary;Protestant;no;female;5;5;middleman;yes;2;trust_more_people;about_half_half;trust_more_people;trust_more_people;trust_more_people;NA;NA;NA;NA;very_good;yes;supportive;active;fair;no_conflict;better;NA;NA;NA;NA;NA;NA;mpa
Southwest;Salary nord 1;36;42;some_middle_school;Loterana (FLM);no;male;1;7;middleman;no;2;about_half_half;about_half_half;distrust_more_people;about_half_half;distrust_more_people;health;food security;NA;NA;very_good;yes;supportive;not_involved;don_t_know;NA;worse;health;food security;health;connection to nature;NA;NA;mpa
Southwest;Salary nord 1;NA;34;primary_completed;FLM (Loterana);yes;male;2;6;middleman;no;2;trust_more_people;not_at_all;distrust_more_people;trust_more_people;distrust_more_people;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;mpa
Southwest;Salary nord 1;36;42;some_middle_school;Loterana (FLM);no;male;1;7;middleman;no;2;about_half_half;about_half_half;distrust_more_people;about_half_half;distrust_more_people;NA;NA;NA;NA;very_good;yes;supportive;not_involved;don_t_know;NA;worse;NA;NA;NA;NA;NA;NA;mpa
Southwest;Salary nord 1;NA;34;primary_completed;FLM (Loterana);yes;male;2;6;middleman;no;2;trust_more_people;not_at_all;distrust_more_people;trust_more_people;distrust_more_people;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amparamilay;52;52;NA;none;yes;female;0;4;NA;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;supportive;not_involved;don_t_know;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amparamilay;NA;16;some_middle_school;Muslim;yes;female;1;5;NA;yes;3;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;no;neutral;not_involved;fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amparamilay;52;52;NA;none;yes;female;0;4;NA;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;supportive;not_involved;don_t_know;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amparamilay;NA;16;some_middle_school;Muslim;yes;female;1;5;NA;yes;3;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;no;neutral;not_involved;fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amporaha;42;42;some_middle_school;none;yes;male;0;4;NA;no;3;NA;trust_more_people;NA;trust_more_people;trust_more_people;NA;NA;NA;NA;NA;no;supportive;passive;fair;no_conflict;worse;economy;livelihoods;health;food security;NA;NA;mpa
Northwest;Amporaha;NA;20;secondary_completed;Muslim;yes;male;NA;1;NA;no;NA;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;no;supportive;active;fair;no_conflict;better;health;emotional health;NA;NA;NA;NA;mpa
Northwest;Amporaha;2;37;some_primary;NA;yes;male;NA;3;NA;no;2;trust_all;trust_all;trust_all;trust_all;trust_all;NA;NA;NA;NA;NA;no;supportive;active;very_fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amporaha;32;32;some_primary;none;yes;female;1;4;NA;no;NA;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;no;supportive;passive;fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amporaha;42;42;some_middle_school;none;yes;male;0;4;NA;no;3;NA;trust_more_people;NA;trust_more_people;trust_more_people;NA;NA;NA;NA;NA;no;supportive;passive;fair;no_conflict;worse;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amporaha;NA;20;secondary_completed;Muslim;yes;male;NA;1;NA;no;NA;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;no;supportive;active;fair;no_conflict;better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amporaha;2;37;some_primary;NA;yes;male;NA;3;NA;no;2;trust_all;trust_all;trust_all;trust_all;trust_all;NA;NA;NA;NA;NA;no;supportive;active;very_fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Amporaha;32;32;some_primary;none;yes;female;1;4;NA;no;NA;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;no;supportive;passive;fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Andravorogna;2;51;NA;none;yes;female;NA;6;NA;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;neutral;not_involved;don_t_know;don_t_know;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Andravorogna;2;51;NA;none;yes;female;NA;6;NA;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;neutral;not_involved;don_t_know;don_t_know;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Marimbe;NA;56;NA;Muslim;yes;female;1;4;NA;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;supportive;not_involved;don_t_know;no_conflict;worse;economy;economic wealth;NA;NA;NA;NA;mpa
Northwest;Marimbe;NA;20;primary_completed;Muslim;yes;female;NA;2;NA;no;NA;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;no;supportive;not_involved;fair;no_conflict;worse;health;emotional health;health;emotional health;NA;NA;mpa
Northwest;Marimbe;23;23;NA;NA;yes;female;0;5;NA;no;NA;about_half_half;about_half_half;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;supportive;active;neither;don_t_know;better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Marimbe;70;70;NA;Muslim;yes;female;0;2;NA;no;NA;trust_all;trust_all;NA;about_half_half;trust_more_people;NA;NA;NA;NA;NA;NA;supportive;not_involved;fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Marimbe;NA;56;NA;Muslim;yes;female;1;4;NA;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;supportive;not_involved;don_t_know;no_conflict;worse;health;food security;NA;NA;NA;NA;mpa
Northwest;Marimbe;NA;20;primary_completed;Muslim;yes;female;NA;2;NA;no;NA;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;no;supportive;not_involved;fair;no_conflict;worse;NA;NA;NA;NA;NA;NA;mpa
Northwest;Marimbe;23;23;NA;NA;yes;female;0;5;NA;no;NA;about_half_half;about_half_half;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;supportive;active;neither;don_t_know;better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Marimbe;70;70;NA;Muslim;yes;female;0;2;NA;no;NA;trust_all;trust_all;NA;about_half_half;trust_more_people;NA;NA;NA;NA;NA;NA;supportive;not_involved;fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Marotogny;6;34;primary_completed;Catholic;no;female;NA;5;NA;no;NA;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;no;supportive;active;very_fair;no_conflict;better;health;food security;health;emotional health;NA;NA;mpa
Northwest;Marotogny;3;26;some_primary;Catholic;yes;male;NA;2;NA;no;NA;trust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_more_people;economy;livelihoods;NA;NA;good;yes;supportive;not_involved;don_t_know;no_conflict;better;economy;livelihoods;NA;NA;NA;NA;mpa
Northwest;Marotogny;5;58;some_primary;Catholic;NA;NA;1;4;NA;no;NA;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;no;very_supportive;active;very_fair;no_conflict;worse;NA;NA;NA;NA;NA;NA;mpa
Northwest;Marotogny;6;34;primary_completed;Catholic;no;female;NA;5;NA;no;NA;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;no;supportive;active;very_fair;no_conflict;better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Marotogny;3;26;some_primary;Catholic;yes;male;NA;2;NA;no;NA;trust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_more_people;NA;NA;NA;NA;good;yes;supportive;not_involved;don_t_know;no_conflict;better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Marotogny;5;58;some_primary;Catholic;NA;NA;1;4;NA;no;NA;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;no;very_supportive;active;very_fair;no_conflict;worse;NA;NA;NA;NA;NA;NA;mpa
Northwest;Nosy Iranja;NA;22;primary_completed;Catholic;no;female;NA;4;NA;no;NA;trust_all;trust_all;trust_all;trust_all;trust_all;NA;NA;NA;NA;NA;no;supportive;active;fair;no_conflict;better;health;emotional health;cultural;NA;NA;NA;mpa
Northwest;Nosy Iranja;20;40;primary_completed;Muslim;yes;female;1;1;NA;no;NA;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;no;supportive;passive;fair;no_conflict;better;economy;livelihoods;NA;NA;NA;NA;mpa
Northwest;Nosy Iranja;3;53;some_middle_school;Catholic;yes;female;NA;2;NA;no;NA;trust_all;trust_all;trust_all;trust_all;trust_all;NA;NA;NA;NA;NA;no;supportive;passive;don_t_know;no_conflict;better;economy;NA;economy;livelihoods;NA;NA;mpa
Northwest;Nosy Iranja;NA;27;primary_completed;Muslim;yes;male;NA;3;NA;no;NA;trust_all;trust_all;trust_all;trust_all;trust_all;NA;NA;NA;NA;NA;no;very_supportive;active;very_fair;no_conflict;a_lot_better;health;emotional health;economy;livelihoods;governance;local institutions;mpa
Northwest;Nosy Iranja;4;37;some_middle_school;NA;yes;male;NA;2;NA;no;NA;trust_all;trust_all;trust_all;trust_all;trust_all;NA;NA;NA;NA;NA;no;supportive;active;very_fair;no_conflict;worse;health;emotional health;NA;NA;NA;NA;mpa
Northwest;Nosy Iranja;NA;20;some_middle_school;NA;yes;female;NA;3;NA;NA;NA;trust_all;trust_all;trust_all;trust_all;trust_all;NA;NA;NA;NA;NA;no;supportive;not_involved;fair;no_conflict;better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Nosy Iranja;NA;36;some_primary;NA;yes;female;NA;2;NA;no;NA;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;no;supportive;active;fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Nosy Iranja;NA;36;middle_school_completed;Muslim;yes;male;NA;4;NA;no;NA;trust_all;trust_all;trust_all;trust_all;trust_all;NA;NA;NA;NA;NA;no;very_supportive;active;fair;no_conflict;better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Nosy Iranja;1;30;primary_completed;NA;yes;male;NA;4;NA;no;NA;trust_all;trust_all;trust_all;trust_all;trust_all;NA;NA;NA;NA;NA;no;neutral;passive;don_t_know;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Nosy Iranja;10;30;middle_school_completed;Catholic;no;female;1;3;NA;no;NA;trust_all;trust_all;NA;trust_more_people;trust_all;economy;economic wealth;NA;NA;good;yes;supportive;not_involved;fair;don_t_know;better;economy;livelihoods;economy;livelihoods;NA;NA;mpa
Northwest;Nosy Iranja;NA;22;primary_completed;Catholic;no;female;NA;4;NA;no;NA;trust_all;trust_all;trust_all;trust_all;trust_all;NA;NA;NA;NA;NA;no;supportive;active;fair;no_conflict;better;economy;employment;NA;NA;NA;NA;mpa
Northwest;Nosy Iranja;20;40;primary_completed;Muslim;yes;female;1;1;NA;no;NA;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;no;supportive;passive;fair;no_conflict;better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Nosy Iranja;3;53;some_middle_school;Catholic;yes;female;NA;2;NA;no;NA;trust_all;trust_all;trust_all;trust_all;trust_all;NA;NA;NA;NA;NA;no;supportive;passive;don_t_know;no_conflict;better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Nosy Iranja;NA;27;primary_completed;Muslim;yes;male;NA;3;NA;no;NA;trust_all;trust_all;trust_all;trust_all;trust_all;NA;NA;NA;NA;NA;no;very_supportive;active;very_fair;no_conflict;a_lot_better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Nosy Iranja;4;37;some_middle_school;NA;yes;male;NA;2;NA;no;NA;trust_all;trust_all;trust_all;trust_all;trust_all;NA;NA;NA;NA;NA;no;supportive;active;very_fair;no_conflict;worse;NA;NA;NA;NA;NA;NA;mpa
Northwest;Nosy Iranja;NA;20;some_middle_school;NA;yes;female;NA;3;NA;NA;NA;trust_all;trust_all;trust_all;trust_all;trust_all;NA;NA;NA;NA;NA;no;supportive;not_involved;fair;no_conflict;better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Nosy Iranja;NA;36;some_primary;NA;yes;female;NA;2;NA;no;NA;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;NA;no;supportive;active;fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Nosy Iranja;NA;36;middle_school_completed;Muslim;yes;male;NA;4;NA;no;NA;trust_all;trust_all;trust_all;trust_all;trust_all;NA;NA;NA;NA;NA;no;very_supportive;active;fair;no_conflict;better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Nosy Iranja;1;30;primary_completed;NA;yes;male;NA;4;NA;no;NA;trust_all;trust_all;trust_all;trust_all;trust_all;NA;NA;NA;NA;NA;no;neutral;passive;don_t_know;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Nosy Iranja;10;30;middle_school_completed;Catholic;no;female;1;3;NA;no;NA;trust_all;trust_all;NA;trust_more_people;trust_all;NA;NA;NA;NA;good;yes;supportive;not_involved;fair;don_t_know;better;NA;NA;NA;NA;NA;NA;mpa
Northwest;Ratapenjke;NA;32;primary_completed;Muslim;yes;female;4;4;NA;no;NA;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;neutral;yes;very_supportive;not_involved;don_t_know;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Ratapenjke;21;21;some_middle_school;Muslim;yes;female;0;2;NA;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;neutral;not_involved;neither;don_t_know;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Ratapenjke;2;26;some_post_secondary;Catholic;yes;male;1;4;NA;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;mpa
Northwest;Ratapenjke;NA;32;primary_completed;Muslim;yes;female;4;4;NA;no;NA;NA;NA;trust_all;NA;NA;NA;NA;NA;NA;neutral;yes;very_supportive;not_involved;don_t_know;no_conflict;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Ratapenjke;21;21;some_middle_school;Muslim;yes;female;0;2;NA;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no;neutral;not_involved;neither;don_t_know;no_change;NA;NA;NA;NA;NA;NA;mpa
Northwest;Ratapenjke;2;26;some_post_secondary;Catholic;yes;male;1;4;NA;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;mpa
Southwest;Tsandamba;31;31;some_primary;Protestant;yes;male;1;7;NA;no;NA;trust_more_people;trust_all;trust_more_people;trust_more_people;trust_all;NA;NA;NA;NA;NA;NA;supportive;passive;fair;no_conflict;worse;health;connection to nature;economy;economic wealth;NA;NA;mpa
Southwest;Tsandamba;31;31;some_primary;Protestant;yes;male;1;7;NA;no;NA;trust_more_people;trust_all;trust_more_people;trust_more_people;trust_all;NA;NA;NA;NA;NA;NA;supportive;passive;fair;no_conflict;worse;NA;NA;NA;NA;NA;NA;mpa
Northwest;Ratapenjke;18;60;some_middle_school;Muslim;no;female;0;2;pas d'activite;no;1;about_half_half;trust_all;NA;about_half_half;trust_more_people;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;mpa
