respondent_id,country,province,district,village,survey_date,interviewer_name,ke_survey_number,group_mgmt_personal.effect_yn_personal,group_mgmt_personal.benefits_personal,group_mgmt_personal.costs_personal,group_mgmt_personal.impact_personal,group_mgmt_community.effect_yn_community,group_mgmt_community.benefits_community,group_mgmt_community.costs_community,group_mgmt_community.impact_community,mgmt_who_most_positively,mgmt_who_most_negatively
1457,Kenya,Coast,Kilifi,Kuruwitu,2017-04-29,Maureen Shikami,mcmkrwt057,no,NA,NA,good,yes,they protect the tengefu for 24hours,despite the security the same leaders fish at the tengefu,good,fishers and leaders because even if its the illegal gears in use they talk and accept the brown envelope,those who are not fishers
1464,Kenya,Coast,Kilifi,Kanamai,2017-01-23,Collins Katana,mcmkan027,no,NA,NA,NA,no,NA,NA,NA,fishers and fish traders,none
309,Kenya,Coast,Kilifi,Kanamai,2017-01-23,Collins Katana,mcmkan028,no,NA,NA,NA,no,NA,NA,NA,the fisher because they are the ones benefiting,none
1655,Kenya,Coast,Kilifi,Kanamai,2017-01-23,Karisa Iha,mcmkan029,no,NA,NA,NA,no,NA,NA,NA,fishers,fish traders
610,Kenya,Coast,Kilifi,Kanamai,2017-01-23,Karisa Iha,mcmkan030,yes,none,they have led to increase in fish prices,bad,no,NA,NA,NA,fish traders,fish buyers
286,Kenya,Coast,Kilifi,Kanamai,2017-01-23,Rodgers Charo,mcmkan031,NA,none,fishers fish where it used to be tengefu,bad,no,NA,NA,NA,none,the whole community is affected except outsiders
670,Kenya,Coast,Kilifi,Kanamai,2017-01-23,Rodgers Charo,mcmkan032,no,NA,NA,NA,yes,none,one was arrested from the community and there is some miss understanding somehow,neutral,dont know every one is independent,no one
1074,Kenya,Coast,Kilifi,Kanamai,2017-01-23,Rodgers Charo,mcmkan033,no,there is always a lot of catch when there is a spill over,none,neutral,no,there is fish in the community conservation area which the community heavily depend on it,none,neutral,those who involve themselves a lot,none
1716,Kenya,Coast,Kilifi,Kanamai,2017-01-23,Rodgers Charo,mcmkan034,no,NA,NA,NA,no,NA,NA,NA,don't know,don't know
1707,Kenya,Coast,Kilifi,Kanamai,2017-01-23,Maureen Shikami,mcmkan035,yes,there boats help us sometimes,if you want a loan you don't know where to go,good,yes,if there is a problem they are told and resolved,they have distant themselves,neutral,good rules to protect the beach,i have never seen how this management works
2068,Kenya,Coast,Kilifi,Kanamai,2017-01-23,Maureen Shikami,mcmkan036,yes,there have been proper work guidlines,any kind of financial help is limited,good,yes,their fishing rules are not bad,you get in problems when you break the rules and they have not constructed anything for the community,good,the leaders and their close relatives,young children are go to the beach and have beach sex and yet there is mangement
1971,Kenya,Coast,Kilifi,Kanamai,2017-01-23,Maureen Shikami,mcmkan037,yes,they have one cheaper boat,there are illegal fishers who fish in the closures at night and the leaders are quiet,neutral,yes,their rules bring order in the beach,there are a lot of visiting fishers of which and the management leaders don't restrict them,neutral,all the fishers from different areas,those who are not members are not able to access finance
415,Kenya,Coast,Kilifi,Kanamai,2017-01-23,Maureen Shikami,mcmkan038,yes,when a visiting fishers comes they have to express themselves to the leaders before starting to fish,they don't put into use the set rules,bad,no,the rules bring efficiecy,the management leaders have distanced themselves,neutral,i have not benefited in any way,there is nothing that they have done to the villagers
206,Kenya,Coast,Kilifi,Kanamai,2017-01-23,Maureen Shikami,mcmkan039,yes,they take action when there are conflicts and when people have invaded the community conservation area,they are not in a rush to implement the rules,neutral,yes,you can get help if you have someone to tell,the management leaders are not responsble,neutral,fishers and their house holds,our youth who do not have jobs
807,Kenya,Coast,Kilifi,Kanamai,2017-01-24,Kosgei Jesse,mcmkan040,yes,women given opportunity to look for income at the beach,none,very_good,yes,restricting children to come fishing and sending them to school,none,good,we fishers get our daily income,none
1551,Kenya,Coast,Kilifi,Kanamai,2017-01-24,Maureen Shikami,mcmkan041,no,they help in putting guidlines,none,neutral,no,if you are ready you will get fishing license,they have distanced themselves,neutral,there is a boat which you can hire and work,they should have constructed even one latrine at the beach but there is none
1692,Kenya,Coast,Kilifi,Kanamai,2017-01-24,Mohamed Hamisi,mcmkan042,no,the busines is not good yet but i see future success,none,neutral,no,NA,NA,neutral,"fishers - they don't have any expenses, we fish traders have to cater for transport expenses",fish traders because we have o cater for logistics i.e electricity and transport
888,Kenya,Coast,Kilifi,Kanamai,2017-01-24,Mohamed Hamisi,mcmkan043,no,i get money from collecting shell,none,good,no,NA,NA,neutral,fishers get more benefits because there isn't more expenses,none
500,Kenya,Coast,Kilifi,Kanamai,2017-01-23,Maureen Shikami,mcmkan038,no,it has contributed in my income increase,none,NA,no,NA,NA,neutral,"fishers,they get good money from their catches",none
557,Kenya,Coast,Kilifi,Kanamai,2017-01-24,Karisa Iha,mcmkan045,yes,none,"there is no benefits that we get,the resources sometimes are shared with a lot of selfishness",bad,yes,none,there is a lot of favoritism and selfishness,bad,fisheries department,the fisher is highly affected
49,Kenya,Coast,Kilifi,Kanamai,2017-01-24,Karisa Iha,mcmkan045,no,NA,NA,NA,no,NA,NA,NA,fish traders,fishers
641,Kenya,Coast,Kilifi,Kanamai,2017-01-24,Collins Katana,mcmkan046,no,NA,NA,NA,no,NA,NA,NA,fishers and fish traders,no one is affected
1005,Kenya,Coast,Kilifi,Kanamai,2017-01-24,Rodgers Charo,mcmkan047,no,none,none,neutral,no,we got a boat from the government,none,neutral,they have not had good cooperation,none
1888,Kenya,Coast,Kilifi,Kanamai,2017-04-24,Karisa Iha,mcmkan048,no,NA,NA,NA,no,NA,NA,NA,none,none
747,Kenya,Coast,Kilifi,Kanamai,2017-01-25,Karisa Iha,mcmkan049,no,NA,NA,NA,yes,putting up a closure,"people are not involved to fish in the tengefu,people should be allowed so that they can get income",good,those who engage,fishers
1029,Kenya,Coast,Kilifi,Kanamai,2017-01-25,Karisa Iha,mcmkan050,no,NA,NA,NA,no,NA,NA,NA,none,none
2057,Kenya,Coast,Kilifi,Kanamai,2017-01-25,Mohamed Hamisi,mcmkano51,no,profits i get from my business are good and i can upgrade my life,none,good,no,NA,NA,NA,fishers don't have any expenses they fish and bring it to us,fish traders because they have to cater for
1755,Kenya,Coast,Kilifi,Kanamai,2017-01-25,Mohamed Hamis,mcmkan052,no,none,there is no security when using our landing sites,neutral,no,fishers have got boat sponsorship from the county,we are not allowed to work on the landing sites because they are,bad,fish traders-they collect all the fishers catch and sell them and netting a a lot of profit,fishers- there is no fish like previous years
196,Kenya,Coast,Kilifi,Kanamai,2017-01-25,Collins Katana,mcmkan053,no,NA,NA,good,no,NA,NA,NA,fishers and fish traders,none
1369,Kenya,Coast,Kilifi,Kanamai,2017-01-25,Kosgei Jesse,mcmkan054,yes,increase in income,none,good,yes,the ocean has become good and the resources are taken care of,none,very_good,fishers-we get our daily income,the species which are taken care of sometimes get accidents
873,Kenya,Coast,Kilifi,Kanamai,2017-01-25,Kosgei Jesse,mcmkan055,no,NA,NA,NA,yes,fish will grow into big size,some women need small fish,neutral,don't know,don't know
595,Kenya,Coast,Kilifi,Kanamai,2017-01-25,Collins Katana,mcmkan056,no,NA,NA,bad,no,NA,NA,NA,don't know,"fishers,because the management leaders are not transparent with finances"
653,Kenya,Coast,Kilifi,Kanamai,2017-01-25,Karisa Iha,mcmkan057,no,NA,NA,NA,yes,fishing has changed and illegal fishing has been banned,selfishness and favoritism,bad,management leaders are the ones benefiting,fishers
2113,Kenya,Coast,Kilifi,Kanamai,2017-01-25,Maureen Shikami,mcmkan058,yes,am responsible being the treasurer,"sometimes there are meetings at the wrong time, which means you will have to leave some errands not attended",neutral,yes,corals have improved which has contributed to the increase in fish,if the management are not tough people are people fish in the closed areas,good,the community- for the income and projects are benefiting them and health wise because they consume fish,those who don't adhere to rules
238,Kenya,Coast,Kilifi,Kanamai,2017-01-25,Maureen Shikami,mcmkan059,no,they offer help when there is an accident,they are not responsible,neutral,no,they sell for us the catch,we were not in petting up the closures and they benefiting themselves by fishing at night,neutral,i don't sleep hungry,none
1016,Kenya,Coast,Kilifi,Kuruwitu,2017-04-29,Maureen Shikami,mcmkrwt056,no,NA,NA,NA,no,NA,NA,NA,if the management will be good fishers will be getting a lot of fish and we fish traders will get fish at a cheaper price,fishers and fish traders at large because all can miss their daily income
896,Kenya,Coast,Kilifi,Kanamai,2017-01-25,Maureen Shikami,mcmkan060,no,rules governing the conservation area contributes in the fish biomass,the management leaders have distant themselves,good,yes,if there is good harvest everyone will harvest,there fishers groups but you cant be lent money if you are in need,neutral,those who adhere to all the rules,if you don't have a licence and you are a local you need to identify yourself
780,Kenya,Coast,Kilifi,Kanamai,2017-01-15,Maureen Shikami,mcmkan061,no,i have not benefited,i have not seen any negative impacts,neutral,yes,none,none,neutral,none,none
20,Kenya,Coast,Kilifi,Kanamai,2017-01-25,Kosgey Jesse,mcmkan062,yes,fish biomass has increased,none,very_good,yes,we have the freedom of managing our issues and we get gear sponsorship,none,very_good,the locals are the most beneficiaries,fishers getting stung by some of the fishes they protect i.e stone fish
2,Kenya,Coast,Kilifi,Kanamai,2017-01-26,Kosgey Jesse,mcmkan063,yes,we get gears and fish catch,none,very_good,yes,income has improved and availability of corals,none,very_good,fishers cause we get our catc there,none
2087,Kenya,Coast,Kilifi,Kanamai,2017-01-26,Kosgey Jesse,mcmkan064,yes,none,no fairness and equality,bad,yes,none,there are rules but they are not adhered,very_bad,none,fishers are badly affected because they are not given their right
2076,Kenya,Coast,Kilifi,Kanamai,2017-01-26,Kosgey Jesse,mcmkan065,no,none,it contributes to the poverty level we dont have vessels to fish in deep waters,very_bad,yes,there is proper guidelines in using the resources and hindering the worst use of the resources,brings losses to the octopus fishers,good,whoever has a boat-he can use the beach any time he wants,"those who don't have vessels,they cant fish in deep waters"
2129,Kenya,Coast,Kilifi,Kanamai,2017-01-26,Kosgey Jesse,mcmkan066,yes,income has increased,destructive gears destroying the resources we protect,neutral,yes,"tengefu brings a lot of fish, breeding of fishand corals being in good shape",none,very_good,fishers because its an area to get income,fishers because they are being stung by stone fish because they have in creased in number
254,Kenya,Coast,Kilifi,Kanamai,2017-01-26,Maureen Shikami,mcmkan067,yes,the yearly price for a fishing licence is kshs 250 which is very expensive,if there is a problem they can't help you,neutral,yes,they patrol to make sure that small sized fish are not fished,there is one government boat to help the community but we don't see it,neutral,the management because i have never been helped,none
1845,Kenya,Coast,Kilifi,Kuruwitu,2017-04-28,Collins Katana,mcmkrwt042,no,NA,NA,NA,no,NA,NA,NA,fishers,fishers
443,Kenya,Coast,Kilifi,Kuruwitu,2017-04-28,Kosgei Jesse,mcmkrwt044,yes,employment to people,benefit sharing is also poor,good,yes,brought tourism and a lot of fish,brought conflicts i.e resource use and benefit sharing,bad,committee,the member
1192,Kenya,Coast,Kilifi,Kuruwitu,2017-04-28,Collins Katana,mcmkrwt041,no,NA,NA,NA,no,NA,NA,NA,the fishing community,tye kuruwitu community
762,Kenya,Coast,Kilifi,Kuruwitu,2017-04-28,Kosgei Jesse,mcmkrwt045,yes,leaders benefit a lone and there is nothing,we do not get benefits,bad,yes,leaders benefit from tourism,members do not benefit,bad,leaders,members
1352,Kenya,Coast,Kilifi,Kuruwitu,2017-04-28,Collins Katana,mcmkrwt043,no,NA,NA,NA,no,NA,NA,NA,fishers because they are the first direct beneficiaries,none
1641,Kenya,Coast,Kilifi,Kuruwitu,2017-04-28,Collins Katana,mcmkrwt040,no,NA,NA,NA,no,NA,NA,NA,fishers,none
359,Kenya,Coast,Kilifi,Kuruwitu,2017-05-29,Maureen Shikami,mcmkrwt055,yes,the market is in Kuruwitu and freezers for fishers and fish traders to store and buy fish,for now the tengefu is not benefiting others - people come at night and fish and yet their is management,bad,no,NA,NA,neutral,the leaders themselves,its us who established the tengefu project but there is no financial benefit we get
594,Kenya,Coast,Kilifi,Kanamai,2017-01-26,Maureen Shikami,mcmkan068,yes,i know there are leaders but i have not seen how they work,none,neutral,yes,i have not seen any positive impacts,we give out kshs 5 to the management and we dont know where the money is going,neutral,management leaders and their close relatives are the ones benefiting,i don't know
360,Kenya,Coast,Kilifi,Kuruwitu,2017-04-28,Jesse Kosgei,mcmkrwt046,yes,getting a lot of fish and continuity of bussiness,none,very_good,yes,reduction of sea urchins and increase of fish,ring net should be removed because they destroy our environment and people are being caught without reasons,good,fishers and fish traders,fish traders because fish prices are constant
1957,Kenya,Coast,Kilifi,Kuruwitu,2017-04-28,Kosgei Jesse,mcmkrwt047,yes,not catching small fish,none,good,yes,restricting destructive gears,a lot of fish,good,the member because they invest and they end up getting back what they saved,none
989,Kenya,Coast,Kilifi,Kuruwitu,2017-04-28,Karisa Iha,mcmkrwt,no,NA,NA,NA,no,NA,NA,NA,the government- we fishers share with the government,the levy that is being taxed is not helping us
2024,Kenya,Coast,Kilifi,Kuruwitu,2017-04-29,Karisa Iha,mcmkrwt,yes,the rules have reduced the destruction of reefs and coral and reducing injuries to fish,alternative fishing has not been introduced,good,yes,there is proper guidelines for the fishers and fish traders and collecting of levy has been improved,the rules are not adhered,good,those who registered themselves as members and adhere to the rules of the group,the members who do not follow those rules
1460,Kenya,Coast,Kilifi,Kuruwitu,2017-04-29,Kosgei Jesse,mcmkrwt050,no,NA,NA,NA,yes,protecting the environment and educating people,none,very_good,the whole community at large by putting up closures,none
1765,Kenya,Coast,Kilifi,Kuruwitu,2017-04-29,Kosgei Jesse,mcmkrwt051,yes,getting a lot of fish and prices dropping,lack of fish,good,yes,getting rights to work on the ocean,none,good,leaders,members
1045,Kenya,Coast,Kilifi,Kuruwitu,2017-04-28,Maureen Shikami,mcmkrwt058,yes,there is a community conservation and they care for it,food problem because of lack of fish which has been caused by the closure which its ten years now and it is still closed,bad,no,NA,NA,NA,fishers because the leaders have put in place rules to protect the fishers,fishers because they set strict rules which are tough on the fishers which most most of them do not have an alternative
319,Kenya,Coast,Kilifi,Kuruwitu,2017-04-29,Maureen Shikami,mcmkrwt059,no,NA,NA,neutral,yes,they have built an office where women get fish without going to the beach,the tengefu has harbored a lot of fish,neutral,fishers and fish traders they have a market,the other locals who are non fishers don't get know any thing even if its for the benefit of the whole community
1003,Kenya,Coast,Kilifi,Kuruwitu,2017-04-28,Shikami Maureen,mcmkrwt060,yes,a lot of visitors come to the conservation and they do not allow them to go to the locals,any levy collected cause of the tengefu leaders man age to share it a lone,bad,yes,they manage the tengefu,there is money from N.G.Os but they care about their interest a lone,neutral,the management leaders and those who know them,the community which do not involve themselves with nfishing
891,Kenya,Coast,Kilifi,Kuruwitu,2017-04-28,Shikami Maureen,mcmkrwt061,no,NA,NA,NA,no,NA,NA,NA,fishers and their families,"we who do not fish or go to the beach, we do not know if their are any benefits"
1735,Kenya,Coast,Kilifi,Kuruwitu,2017-04-28,Maureen Shikami,mcmkrwt062,yes,there is proper arrangement and there are no conflicts,the boats for the whole fishers are used only by the leaders and they dont care if we have fishing gears or not,good,yes,they protect the tengefu thats we get a lot of fish,they protect the closures but they hide and come fish in them,neutral,leaders because when visitors and tourists they benefit alone,fishers who do not have gears will continue fishing inshore and there income will remain stagnant
2164,Kenya,Coast,Kilifi,Kuruwitu,2017-04-28,Shikami Maureen,mcmkrwt063,yes,fishers feel safe in the sea because the fish is not someones property,because of the closure we do not get fish,neutral,yes,they invite tourists and the tengefu is protected,most fishers fish during the day and at night and getting tired without good catch because of many rules,bad,the leaders,the fishers who do not have good gears to fish in the deep waters
1337,Kenya,Coast,Kilifi,Kuruwitu,2017-05-01,Maureen Shikami,mcmkrwt064,no,NA,NA,NA,yes,visitors and tourists are invited here and we are invited to sing and then we are paid something small,the leaders have not put proper guidelines to loan people,neutral,leaders because they are at the fore front in receiving visitors,"fish traders ,if there is no fish catch we don't have any other alternative"
849,Kenya,Coast,Kilifi,Kuruwitu,2017-05-01,Shikami Maureen,mcmkrwt065,yes,there are boats which were bought by the management and sometimes they used,the conservancy has stayed for more than 15 years and and has made fish unavailable and they invite tourist but we don't see any benefit but the leaders know it best,good,yes,they constructed an office and brought freezers for fishers and fish traders and also they have patrols for the tengefu,illegal fishers are fishing by giving bribes to fisheries officers,good,its the leaders and the tour guides who guide the tourist and they get paid,fishers because we dont know how much is getting into
1616,Kenya,Coast,Kilifi,Kuruwitu,2017-05-01,Shikami Maureen,mcmkrwt066,yes,they call us to meetings when there is a problem and we discuss them,how the make decision its for their own benefits,neutral,yes,for every kilo we pay kshs 10 so that the money can be save d for us by the group and when you need a lone one can access,those visitors who come and visit us bring goodies which we are not about,good,fishers who are members of the group are benefiting with the office and other logistics,the fishers who are not in membership
745,Kenya,Coast,Kilifi,Kuruwitu,2017-05-01,Shikami Maureen,mcmkrwt067,yes,they are pulling out illegal fishers,the conservancy has been closed for a long time without being opened up and we miss fish,neutral,yes,it has created employment to our youth of which some patrol on the tengefu,a lot of security guys have been deployed to guard the conservancy but they have no benefits because there are corrupted,neutral,leaders because they benefit a lot with the money from the conservancy,fishers who do not have modern fishers
233,Kenya,Coast,Kilifi,Kuruwitu,2017-05-01,Karisa Iha,mcmkrwt068,yes,none,no more fish,bad,yes,none,people are fishing in places where by fishing activities have been restricted but the management do not take full responsbilities,bad,leaders are in the forefront,the locals we dont get to know what is happening
2141,Kenya,Coast,Kilifi,Kuruwitu,2017-05-01,Karisa Iha,mcmkrwt069,no,NA,NA,NA,no,NA,NA,NA,members of the conservation group,fishers
2116,Kenya,Coast,Kilifi,Kuruwitu,2017-05-01,Karisa Iha,mcmkrwt070,no,NA,NA,NA,yes,the leaders,those who are not members of the conservancy group,neutral,those leaders are the ones benefiting alot,the grassroots people
1561,Kenya,Coast,Kilifi,Kuruwitu,2017-05-01,Karisa Iha,mcmkrwt071,yes,none,the area which was our sole dependent on fishing is now the conservancy,bad,yes,none,putting up fishing boundaries,bad,those involved at the conservancy all the sponsorship and benefits are falling to them,"fishers,income now is low compared to previous days"
146,Kenya,Coast,Kilifi,Kuruwitu,2017-06-01,Jesse Kosgei,mcmkrwt072,no,NA,NA,NA,no,i dont depend on the ocean for providence,NA,NA,none,none
755,Kenya,Coast,Kilifi,Kuruwitu,2017-05-01,Jesse Kosgei,mcmkrwt073,yes,getting a lot of fish and income boost,patient not to break the law and letting other fish free yet there is no other income,good,yes,the environment is restored to its normal and it employs people and reducing illegal gears,the law breakers are prosecuted,good,the fishers but if the rules will be adhered,whoever does not want to follow the rules
1104,Kenya,Coast,Kilifi,Kuruwitu,2017-05-01,Jesse Kosgei,mcmkrwt074,no,NA,NA,NA,yes,getting a lot of fish and money is in abundance,none,good,fishers who use the resources,none
2060,Kenya,Coast,Kilifi,Kuruwitu,2017-05-01,Kosgei Jesse,mcmkrwt075,yes,brings guidelines for the development,none,good,yes,there are good guide lines in place,none,good,those who suggested the idea of a closure,none
2123,Kenya,Coast,Kilifi,Kuruwitu,2017-05-01,Jesse Kosgei,mcmkrwt076,yes,we get education and everyone is involved,none,good,yes,it protects the environment to be in a good status,none,good,the leaders and the security personnel,those who do not look out for the laws
549,Kenya,Coast,Kilifi,Kuruwitu,2017-05-01,Collins Katana,mcmkrwt001,no,NA,NA,neutral,no,NA,NA,NA,wavuvi,wavuvi
71,Kenya,Coast,Kilifi,Kuruwitu,2017-05-01,Collins Katana,mcmkrwt002,no,NA,NA,bad,no,NA,NA,NA,fishers because they are directly targeted,fishers because it brings in decrease in income due to rules
2179,Kenya,Coast,Kilifi,Kuruwitu,2017-05-01,Collins Katana,mcmkrwt003,no,NA,NA,NA,no,NA,NA,NA,fishers,fishers and the kuruwitu community at large
7,Kenya,Coast,Kilifi,Kuruwitu,2017-05-01,Collins Katana,mcmkrwt004,no,NA,NA,NA,no,NA,NA,NA,fishers because they are the ones with the ocean,fishers because they are in the fore front for either profit or losses
228,Kenya,Coast,Kilifi,Kuruwitu,2017-04-29,Collins Katana,mcmkrwt005,no,NA,NA,NA,no,NA,NA,NA,fishers,none
391,Kenya,Coast,Kilifi,Kuruwitu,2017-04-28,Collins Katana,mcmkrwt006,no,NA,NA,NA,no,NA,NA,NA,fishers,i don't see anyone affected
1580,Kenya,Coast,Kilifi,Kuruwitu,2017-04-29,Collins Katana,mcmkrwt007,no,NA,NA,NA,no,NA,NA,NA,Kuruwitu fishers,Fishers in kuruwitu
2135,Kenya,Coast,Kilifi,Kuruwitu,2017-04-29,Collins Katana,mcmkrwt008,no,NA,NA,bad,no,NA,NA,NA,fishers,fishers
1329,Kenya,Coast,Kilifi,Kuruwitu,2017-04-28,Rodgers Charo,mcmkrwt009,no,none,none,neutral,no,employment to some people,none,neutral,members and fishermen,fishers because they understand issues concerning the ocean
1546,Kenya,Coast,Kilifi,Kuruwitu,2017-04-29,Collins Katana,mcmkrwt010,no,NA,NA,NA,no,NA,NA,NA,fishers,fishers
1276,Kenya,Coast,Kilifi,Kuruwitu,2017-04-29,Rodgers Charo,mcmkrwt011,no,none,none,neutral,no,they have their offices ate the chiefs place,there is no negativity,neutral,fishers and and fish traders,fishers and fish traders
1662,Kenya,Coast,Kilifi,Kuruwitu,2017-04-29,Rodgers Charo,mcmkrwt012,yes,we had put a conservancy for long and it has not been opened up,restriction of gears,neutral,yes,there others who have gotten tourism training and they get money and others are not getting,there is hatred,neutral,those who work and the management leaders,the ordinary fishers
299,Kenya,Coast,Kilifi,Kuruwitu,2017-04-29,Rodgers Charo,mcmkrwt013,no,none,high fish prices,bad,no,have not seen anything,have not involved my self,neutral,i have no idea because i usually on the move,i don't know
1537,Kenya,Coast,Kilifi,Kanamai,2017-04-29,Rodgers Charo,mcmkrwt014,no,they get their daily income from the management,there has not been any negativity,neutral,no,gets fish and market,there is none,neutral,the members and those who had boats,maybe those who are not members
1345,Kenya,Coast,Kilifi,Kuruwitu,2017-04-28,Rodgers Charo,mcmkrwt015,no,i have not seen,i dont see,neutral,no,some are employed,i dont think because they would have denied,neutral,those who involves themselves in such environment,maybe fishers they are the ones doing fishing
1527,Kenya,Coast,Kilifi,Kuruwitu,2017-04-28,Rodgers Charo,mcmkrwt016,no,there is nothing or maybe buying fish for food,none,neutral,no,don't know,they give employment to others,neutral,the members are involving themselves,maybe the fishers
939,Kenya,Coast,Kilifi,Kuruwitu,2017-05-01,Rodgers Charo,mcmkrwt017,no,protection of properties,none,neutral,no,they get knowledge on conservancy,none,neutral,fishers because they invest in the Bmu,none
1334,Kenya,Coast,Kilifi,Kuruwitu,2017-04-28,Rodgers Charo,mcmkrwt018,no,her husband involves her self so he gets benefits too,none,neutral,no,others get financial support,none,neutral,fishers,fishers who participate
380,Kenya,Coast,Kilifi,Kuruwitu,2017-05-01,Rodgers Charo,mcmkrwt019,no,there no benefits,none,neutral,no,none,none,good,fishers and fish traders,other members
1620,Kenya,Coast,Kilifi,Kuruwitu,2017-05-01,Rodgers Charo,mcmkrwt020,no,none,none,neutral,no,employment to the community,none,neutral,maybe fishers,fishermen are the ones getting problems
1122,Kenya,Coast,Kilifi,Kuruwitu,2017-04-28,Mohamed Hamisi,mcmkrwt021,no,NA,NA,NA,yes,NA,NA,NA,fishers because they sell fish ate the price they want,there is nothing we are getting expect that the economy is worsening and we cant even buy fish
1766,Kenya,Coast,Kilifi,Kuruwitu,2017-04-28,Mohamed Hamisi,mcmkrwt022,no,NA,NA,NA,no,NA,NA,NA,fishers because they get good income from their catches,none
1799,Kenya,Coast,Kilifi,Kuruwitu,2017-04-28,Mohamed Hamisi,mcmkrwt023,no,NA,NA,NA,no,NA,NA,NA,fishers get good catch from the sea and sell them without any expenses incured,the community do not get any benefit from the management
1198,Kenya,Coast,Kilifi,Kuruwitu,2017-04-28,Mohamed Hamisi,mcmkrwt024,yes,if i go fishing i get good catch which can upkeep my home,none,neutral,no,NA,NA,NA,fishers get good catch which they can manage their homes,the community do not get any benefit from fishing because they are not fully involved
411,Kenya,Coast,Kilifi,Kuruwitu,2017-04-28,Mohamed Hamisi,mcmkrwt025,yes,"good income from fishing, income from the levy we give of which every end of year we are given",none,good,yes,the community has found a place to preserve their fish and their gears,none,good,fishers from the savings they do in the Bmu they get benfits,none
1103,Kenya,Coast,Kilifi,Kuruwitu,2017-05-01,Mohamed Hamisi,mcmkrwt026,no,NA,NA,NA,no,NA,NA,NA,fishers they fish and get income,fishers because in a weather which is not conducive they wont get good income
287,Kenya,Coast,Kilifi,Kuruwitu,2017-05-01,Mohamed Hamisi,mcmkrwt027,NA,none,i have invested money in the Bmu and there is nothing that i have gained,bad,yes,they get sponsorship from different organisations of which they help the community with boats engines and market construction,there is no transparency from the management leaders in their way of working,neutral,the leaders because thy are the ones getting money from the aid that we are given,the fishers and the community do not any benefit as they do not know whats happening
1413,Kenya,Coast,Kilifi,Kuruwitu,2017-04-29,Mohamed Hamisi,mcmkrwt028,no,NA,NA,NA,no,NA,NA,NA,fishers get catch from the ocean and sell to get income,the community does not have good income to buy good fish
2001,Kenya,Coast,Kilifi,Kuruwitu,2017-04-29,Mohamed Hamisi,mcmkrwt029,yes,none,am using a lot of money to buy fish from fish stores because they are no fresh fish,neutral,yes,fishers have been helped with fishing gears,fishes have lost because fishers do not get places to fish and there is no reason for the closed place,neutral,fishers are the ones getting benefits from the out come of the ocean without any expenses,the community has not got any benefits from the management
1361,Kenya,Coast,Kilifi,Kuruwitu,2017-04-29,Mohamed Hamisi,mcmkrwt030,no,there is no reason cause i don't get any thing from there,none,neutral,no,i have not seen any benefits,there is no good catch and it has contributed to dwindling economy,neutral,fishers are selling fish at their own prices and getting higher benefits,the community has no benefit
1673,Kenya,Coast,Kilifi,Kuruwitu,2017-04-29,Mohamed Hamisi,mcmkrwt031,yes,i have heard good training from the management and also i have found employment though good i have not reached the good income,economy has become a little good,neutral,yes,"the community is getting good training on fishing, fishing gears from fisheries and it has eased acquiring of license",the community does not follow instructions from the management and the community has not accessed help though we have not reached the long term goals,neutral,the whole community has benefited and we have found employment,the community has not reached their goals
1442,Kenya,Coast,Kilifi,Kuruwitu,2017-05-01,Mohamed Hamisi,mcmkrwt033,yes,good income from my catch and have managed to care for my family,none,good,yes,"we were helped with fishing gears such boats, nets and",none,good,fishers get fish and sell at good prices without any expenses incured,none
1699,Kenya,Coast,Kilifi,Kuruwitu,2017-05-01,Mohamed Hamisi,mcmkrwt034,no,NA,NA,neutral,no,those who benefit are leaders who get money alone,there is no benefit to the community,good,the leaders get money from the fishers in form of levies and they spend the money without telling the fishers,fishers
1747,Kenya,Coast,Kilifi,Kuruwitu,2017-04-28,Karisa iha,mcmkrwt035,no,NA,NA,NA,yes,none,none,neutral,fishers sell what they get and they do not get any loses,fish traders because they incur a lot of expenses
1155,Kenya,Coast,Kilifi,Kuruwitu,2017-04-28,Karisa Iha,mcmkrwt036,no,NA,NA,NA,no,NA,NA,NA,the community at large because we all benefit,none
2017,Kenya,Coast,Kilifi,Kuruwitu,2017-04-28,Karisa iha,mcmkrwt036,no,NA,NA,NA,no,NA,NA,NA,the whole community at large because we all benefit,none
30,Kenya,Coast,Kilifi,Kuruwitu,2017-04-28,Karisa Iha,mcmkrwt037,no,NA,NA,NA,no,NA,NA,NA,no idea,no idea
408,Kenya,Coast,Kilifi,Kuruwitu,2017-04-28,Karisa Iha,mcmkrwt038,no,NA,NA,NA,no,market has been built,there is no transparency,good,everyone is benefiting,none
1277,Kenya,Coast,Kilifi,Takaungu,2017-05-24,Rodgers Charo,mcmtkng001,no,get fish easily when the visiting fishers come,the fish market has been locked,neutral,no,some who are involving themselves in fishing get fishing gears from Bmu management,some fight in the community which has resulted in the closure of the market,neutral,the leaders cause they use the resources and they do not pay tax,fishers they fight themselves sometimes
1092,Kenya,Coast,Kilifi,Takaungu,2017-05-24,Rodgers Charo,mcmtkng002,no,none,none,bad,yes,nothing,the leaders are biased,bad,fishers leaders and others complain,fishers
1850,Kenya,Coast,Kilifi,Takaungu,2017-05-24,Rodgers Charo,mcmtkng003,no,getting fish at the market,none,neutral,no,none,none,neutral,fishers are the ones getting involved,maybe the fishers are the ones doing the issues
